PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
649,0,3,male,40.3,0,1,2.02,S
650,0,3,female,15.4,1,1,12.72,S
651,1,1,male,,0,0,26.86,S
652,0,3,male,36.1,1,0,8.7,C
653,0,3,male,43.8,2,1,1.12,S
654,1,3,female,67.6,1,0,8.0,S
655,0,2,male,34.5,1,0,7.32,S
656,1,1,female,21.9,2,1,145.16,C
657,0,2,male,28.6,0,0,1.17,S
658,0,2,male,4.2,2,1,10.85,S
659,0,3,male,,1,0,7.97,S
660,0,3,female,23.3,0,0,16.78,C
661,0,2,male,21.7,0,0,17.08,S
662,0,3,female,31.1,0,1,14.3,C
663,1,3,female,17.5,1,0,19.51,Q
664,1,1,male,44.7,1,0,166.49,C
665,1,1,male,29.0,0,2,31.64,S
666,0,1,male,28.9,0,1,64.87,S
667,1,2,male,24.4,0,0,36.67,S
668,1,1,female,31.2,0,1,382.35,Q
669,1,1,female,40.6,0,0,185.04,S
670,0,2,male,16.9,0,0,9.29,S
671,0,1,male,,0,2,18.24,S
672,1,3,female,24.7,0,0,8.74,S
673,1,1,male,10.2,0,0,113.69,S
674,0,3,female,17.5,2,0,8.82,S
675,0,2,male,22.3,0,0,13.2,S
676,0,3,female,41.2,0,1,23.68,C
677,0,1,male,32.7,1,0,37.67,S
678,0,2,male,,0,0,39.29,S
679,0,3,male,40.9,0,0,6.79,S
680,0,3,male,27.1,0,1,5.17,S
681,0,3,male,34.5,0,0,7.87,C
682,1,2,female,27.6,1,0,28.75,S
683,1,1,female,,1,0,11.31,S
684,0,3,male,20.8,0,0,2.84,S
685,0,3,male,,1,0,39.33,Q
686,0,3,male,27.1,1,0,2.51,S
687,0,3,male,48.9,0,0,10.9,C
688,0,2,male,42.0,1,0,17.32,S
689,0,3,male,42.5,1,0,8.74,S
690,0,1,male,46.3,1,1,86.93,S
691,0,2,male,30.2,0,0,5.22,C
692,0,2,male,31.8,3,0,16.09,S
693,0,3,male,20.4,1,0,6.05,Q
694,1,2,female,24.6,0,1,21.67,S
695,1,1,male,37.6,0,1,12.79,S
696,0,3,female,45.9,0,0,11.0,S
697,0,2,male,27.0,0,1,4.1,C
698,0,3,male,22.7,0,0,4.25,S
699,1,1,female,29.0,0,0,20.73,C
700,0,3,female,,1,1,2.62,Q
701,1,3,female,8.8,0,1,22.71,Q
702,0,1,male,0.5,0,1,28.26,S
703,1,2,male,21.3,1,1,52.38,S
704,1,1,female,11.9,1,1,294.35,C
705,0,1,male,21.9,0,0,71.14,S
706,0,3,male,26.9,0,0,2.01,S
707,0,2,male,22.7,0,0,9.39,S
708,0,3,male,49.3,0,0,20.78,S
709,1,2,female,33.6,0,2,9.16,S
710,0,3,male,33.2,0,1,1.18,S
711,0,3,male,37.7,2,0,10.58,S
712,0,3,male,13.1,0,1,24.25,S
713,0,3,male,43.5,0,1,20.66,S
714,0,2,male,27.9,0,1,3.85,S
715,1,2,male,38.4,1,0,22.34,S
716,0,3,male,14.0,1,0,3.24,S
717,1,3,female,7.2,1,2,3.2,S
718,0,3,male,40.5,1,0,26.94,S
719,0,1,male,34.3,1,0,24.13,S
720,0,3,female,16.4,0,0,3.97,C
721,0,3,female,16.8,3,0,0.01,S
722,1,1,male,44.8,1,0,171.81,C
723,0,1,male,12.3,0,1,132.14,S
724,0,3,male,52.0,0,0,12.83,S
725,1,3,female,16.4,1,0,18.04,S
726,0,3,female,37.9,0,0,2.14,S
727,1,1,female,24.4,0,0,51.5,S
728,0,3,male,37.4,1,1,5.62,S
729,1,1,female,,0,1,8.27,S
730,1,1,male,26.7,0,0,55.93,S
731,1,1,male,29.6,0,0,212.94,S
732,0,3,male,15.0,0,2,0.53,Q
733,1,3,female,39.4,1,0,4.48,S
734,0,3,male,21.8,1,0,3.02,S
735,0,2,female,25.8,1,0,5.44,S
736,0,3,male,15.1,0,1,31.08,S
737,0,2,male,,1,0,12.62,C
738,0,3,male,,0,0,8.16,S
739,0,2,male,62.8,1,0,28.59,S
740,0,2,female,40.0,1,0,3.36,C
741,0,3,male,28.7,1,0,8.68,S
742,1,2,female,25.3,0,1,11.24,S
743,1,3,female,29.3,1,0,11.81,Q
744,1,3,female,36.7,0,1,100.41,S
745,1,1,male,,0,0,123.25,S
746,0,3,male,44.6,0,0,6.59,S
747,0,2,male,39.0,0,0,35.15,S
748,0,3,female,39.1,0,0,2.43,S
749,1,3,female,,1,0,0.4,C
750,0,3,male,29.3,0,0,2.97,S
751,1,1,female,38.4,0,1,34.96,C
752,0,3,male,37.3,0,0,9.29,Q
753,0,3,male,24.0,1,0,12.41,S
754,0,2,male,21.0,1,0,48.29,S
755,1,1,female,,1,0,59.9,S
756,0,3,male,50.7,1,1,9.04,C
757,1,3,female,11.7,0,0,0.67,C
758,0,3,female,8.5,0,0,0.46,S
759,1,3,female,,0,0,10.41,S
760,0,3,male,,1,0,7.5,S
761,0,1,male,31.4,0,0,153.51,C
762,0,2,male,,1,0,3.5,S
763,0,2,male,25.9,2,0,0.51,S
764,0,3,male,49.9,1,0,7.75,C
765,1,1,female,6.6,0,1,22.77,S
766,0,3,male,,0,1,0.66,S
767,0,3,male,27.6,0,0,16.76,S
768,0,3,male,6.0,2,0,1.54,S
769,0,2,male,,0,0,18.75,S
770,0,3,male,52.3,1,1,4.29,Q
771,0,1,male,29.3,0,2,16.01,S
772,0,3,female,32.2,0,0,6.21,S
773,1,1,male,11.4,1,0,135.8,S
774,1,2,female,20.4,2,1,9.95,S
775,1,3,female,23.7,0,0,18.06,S
776,0,1,male,24.6,1,1,11.26,C
777,1,1,female,,2,1,124.47,C
778,0,3,male,36.8,1,0,3.52,S
779,0,3,female,13.4,1,1,14.71,S
780,0,3,male,32.5,0,0,10.84,S
781,0,3,female,36.0,0,0,34.41,Q
782,1,3,female,,1,0,6.37,S
783,1,2,female,51.1,1,0,1.37,C
784,0,2,female,14.8,1,0,0.39,S
785,1,1,male,,1,0,147.31,Q
786,0,3,male,11.4,0,0,9.67,S
787,0,3,male,25.7,0,1,19.41,C
788,0,2,male,35.5,1,0,5.34,S
789,0,3,female,,0,0,5.5,S
790,0,3,male,,3,0,0.4,S
791,1,1,female,,0,0,273.58,C
792,1,3,male,31.1,1,1,14.33,S
793,0,3,female,17.3,1,0,35.18,Q
794,0,3,male,58.3,0,0,4.01,C
795,1,1,female,6.5,0,0,79.41,S
796,0,3,female,31.6,0,0,14.75,C
797,0,3,male,57.3,0,0,4.97,S
798,0,3,male,29.1,0,2,24.5,S
799,1,3,female,26.3,1,0,38.23,S
800,0,3,male,24.0,1,1,28.1,S
801,0,3,male,26.5,0,0,17.47,C
802,0,1,male,48.2,0,0,27.3,S
803,0,3,male,0.5,1,1,4.3,S
804,0,3,male,50.5,1,0,42.99,S
805,0,2,male,9.1,1,3,0.21,S
806,0,3,male,25.3,0,0,16.37,S
807,0,3,male,,1,1,15.93,C
808,0,3,female,37.2,1,0,12.67,S
809,0,3,male,,0,0,60.01,S
810,1,1,female,35.5,1,1,31.4,S
811,0,3,male,57.3,0,0,5.4,S
812,0,3,male,,0,0,1.07,C
813,1,1,male,31.7,1,0,49.13,S
814,0,3,male,19.7,1,0,3.93,C
815,1,3,male,,2,0,5.47,S
816,0,3,male,29.3,0,0,23.39,S
817,0,3,male,20.0,0,0,35.63,Q
818,0,2,male,35.8,1,0,4.11,C
819,1,1,female,54.3,1,0,39.15,S
820,0,2,male,26.3,0,1,52.8,S
821,0,3,male,39.1,0,0,0.83,S
822,1,1,female,10.9,0,1,8.14,S
823,0,2,male,15.6,0,2,3.55,C
824,0,2,male,35.6,1,1,18.09,C
825,1,3,female,,0,0,2.12,S
826,0,3,male,34.0,3,0,44.78,Q
827,1,2,female,24.6,0,0,11.84,S
828,1,2,female,29.0,0,1,13.92,S
829,0,3,male,11.5,1,0,3.68,S
830,0,3,male,37.5,0,0,8.28,S
831,1,1,male,41.4,0,0,91.09,S
832,0,3,male,22.7,0,0,18.08,S
833,1,1,male,22.4,0,0,117.76,S
834,1,1,female,32.7,0,1,72.45,S
835,0,3,male,22.9,0,1,30.51,C
836,0,2,male,28.1,1,1,34.01,S
837,0,3,female,58.4,2,0,18.39,S
838,1,2,female,25.5,0,0,1.14,C
839,0,3,male,24.0,0,1,0.09,Q
840,0,3,male,19.9,1,1,3.1,Q
841,0,1,male,,0,0,91.5,S
842,0,3,male,26.5,0,0,6.89,S
843,0,1,male,19.9,0,1,43.25,S
844,0,3,male,47.5,0,2,28.07,S
845,0,1,female,48.9,0,0,189.77,Q
846,1,2,male,20.6,0,1,47.98,S
847,1,1,male,2.9,1,1,31.64,S
848,0,3,male,,0,0,15.27,S
849,0,3,male,19.4,0,1,4.12,S
850,0,3,female,,1,0,2.75,C
851,0,1,female,1.4,0,0,17.15,S
852,0,3,female,41.5,0,0,5.44,S
853,1,1,male,12.0,0,0,47.21,S
854,0,3,male,39.2,2,1,23.11,S
855,0,1,male,29.2,0,0,10.73,S
856,1,1,male,15.6,1,1,111.53,S
857,0,1,male,23.3,0,0,63.68,S
858,0,3,female,,0,2,4.41,S
859,0,3,male,30.5,1,0,8.83,Q
860,0,1,male,37.2,0,0,29.95,Q
861,0,3,male,56.7,1,0,11.79,Q
862,0,3,male,7.1,0,0,7.4,S
863,0,3,male,51.6,1,0,2.33,S
864,1,2,female,,1,0,2.48,S
865,1,2,female,,0,0,15.82,C
866,0,3,female,10.4,0,0,30.25,Q
867,1,1,male,26.4,0,1,35.41,C
868,1,1,male,41.9,0,0,110.92,S
869,0,3,male,27.2,1,0,13.97,Q
870,0,3,male,50.2,0,0,34.86,S
871,1,2,female,,0,1,34.41,S
872,1,2,male,28.8,1,0,16.72,S
873,0,3,male,11.5,0,0,13.91,S
874,0,2,male,,0,1,45.73,S
875,1,1,male,,0,0,42.84,S
876,1,1,female,23.1,0,0,33.24,S
877,0,3,male,0.5,1,0,0.14,S
878,0,3,male,31.8,0,0,22.77,C
879,1,1,male,35.1,0,0,135.61,S
880,0,1,male,34.7,1,0,9.27,S
881,1,1,female,46.3,0,1,72.24,C
882,0,3,female,14.0,0,0,8.11,C
883,1,1,female,38.5,0,0,10.61,S
884,1,1,female,,0,1,331.03,S
885,1,3,male,4.1,0,1,3.14,S
886,1,1,female,33.5,0,0,5.85,S
887,0,3,male,,0,0,11.75,S
888,0,1,male,27.9,0,0,112.79,C
889,1,1,female,33.9,0,2,2.77,S
890,1,2,male,22.2,0,0,21.5,C
891,0,3,female,19.5,4,1,9.88,C
